Data,Talhao,Cultura,Umidade_Solo_Pct,Precipitacao_mm,Temperatura_C,Fertilizante_kg_ha,Produtividade_kg_ha
2024-04-15,Talhão 02,Milho,27.84,0.0,27.99,168.2,5650.97
2024-04-15,Talhão 07,Soja,17.38,0.0,21.66,167.6,3193.17
2024-04-15,Talhão 07,Soja,19.43,0.0,24.8,164.23,3440.01
2024-04-15,Talhão 04,Algodão,24.04,0.0,43.42,209.26,1858.57
2024-04-15,Talhão 06,Soja,12.31,0.0,29.7,169.58,2597.16
2024-04-16,Talhão 10,Soja,27.49,0.22,18.58,159.83,2354.49
2024-04-16,Talhão 09,Algodão,20.69,0.0,36.51,191.45,1949.06
2024-04-16,Talhão 04,Milho,18.34,1.35,34.76,187.43,6626.23
2024-04-16,Talhão 07,Milho,18.37,0.0,28.68,210.35,8768.92
2024-04-16,Talhão 02,Milho,19.36,0.0,18.5,180.51,6136.27
2024-04-16,Talhão 03,Algodão,17.69,0.0,26.17,180.68,2112.72
2024-04-16,Talhão 10,Algodão,24.85,0.0,28.64,169.6,1891.88
2024-04-16,Talhão 08,Trigo,23.76,0.0,28.63,148.18,2812.25
2024-04-16,Talhão 01,Trigo,31.63,16.65,19.76,125.76,2385.86
2024-04-16,Talhão 04,Milho,23.08,0.0,18.85,212.26,7409.15
2024-04-17,Talhão 06,Milho,9.86,0.0,31.47,204.76,6379.49
2024-04-17,Talhão 06,Trigo,17.43,8.93,18.86,122.16,2694.75
2024-04-17,Talhão 05,Milho,27.56,11.31,22.87,198.67,6025.91
2024-04-17,Talhão 06,Algodão,23.3,0.0,24.48,201.31,2162.81
2024-04-17,Talhão 08,Soja,21.49,0.89,25.25,161.36,3355.84
2024-04-17,Talhão 03,Algodão,27.59,0.0,38.23,179.55,1602.15
2024-04-17,Talhão 10,Soja,20.72,0.0,33.46,112.85,1858.7
2024-04-17,Talhão 01,Milho,24.04,0.0,26.16,196.05,8141.82
2024-04-17,Talhão 10,Milho,21.9,11.82,28.1,211.58,9020.47
2024-04-17,Talhão 03,Soja,28.1,15.52,23.89,167.57,2694.78
2024-04-18,Talhão 05,Trigo,29.48,14.2,27.28,129.99,2199.01
2024-04-18,Talhão 02,Milho,18.15,0.0,28.41,214.79,9012.67
2024-04-18,Talhão 10,Trigo,14.73,0.0,17.35,101.37,1860.01
2024-04-18,Talhão 05,Trigo,29.48,1.18,22.55,114.45,1901.81
2024-04-18,Talhão 05,Soja,26.5,0.0,15.03,140.15,1816.37
2024-04-18,Talhão 05,Soja,21.34,0.0,19.05,162.36,3090.16
2024-04-18,Talhão 02,Trigo,23.01,6.73,22.6,132.73,2985.91
2024-04-18,Talhão 03,Algodão,24.89,0.0,29.63,209.16,2627.78
2024-04-18,Talhão 06,Soja,26.33,0.0,27.59,145.68,2239.97
2024-04-18,Talhão 09,Algodão,31.79,0.0,20.36,180.04,1241.23
2024-04-19,Talhão 07,Trigo,14.21,0.0,13.6,157.79,2637.42
2024-04-19,Talhão 09,Trigo,16.05,0.0,21.02,133.63,3150.66
2024-04-19,Talhão 06,Trigo,22.67,6.91,25.63,122.72,2611.53
2024-04-19,Talhão 10,Milho,18.87,0.0,20.81,201.22,7159.25
2024-04-19,Talhão 06,Algodão,19.8,0.0,31.83,158.2,1848.62
2024-04-19,Talhão 04,Algodão,28.09,1.62,31.87,148.64,1444.77
2024-04-19,Talhão 10,Algodão,18.0,0.0,36.99,179.58,1713.57
2024-04-19,Talhão 03,Trigo,19.42,0.0,20.17,102.93,2326.5
2024-04-19,Talhão 09,Trigo,18.38,0.0,13.79,142.12,2924.37
2024-04-19,Talhão 01,Trigo,18.49,0.0,22.71,127.53,2835.27
2024-04-20,Talhão 08,Trigo,24.31,2.28,15.99,137.04,3052.82
2024-04-20,Talhão 08,Soja,23.1,1.07,35.9,168.18,2649.35
2024-04-20,Talhão 03,Milho,22.4,0.0,29.3,230.09,9536.0
2024-04-20,Talhão 07,Algodão,7.69,0.0,28.86,144.97,1308.4
2024-04-20,Talhão 05,Algodão,30.44,20.21,30.45,160.61,1432.98
2024-04-20,Talhão 08,Soja,25.35,0.0,25.79,154.28,2647.15
2024-04-20,Talhão 06,Soja,28.59,25.63,23.46,147.49,2540.08
2024-04-20,Talhão 07,Milho,7.04,0.0,25.5,179.49,5753.61
2024-04-20,Talhão 07,Soja,21.54,0.0,21.25,155.73,3262.23
2024-04-20,Talhão 05,Algodão,20.45,0.0,31.73,151.14,1613.28
2024-04-21,Talhão 05,Soja,18.34,0.0,23.46,170.78,3583.8
2024-04-21,Talhão 06,Milho,25.27,0.0,29.39,210.12,6998.33
2024-04-21,Talhão 07,Trigo,21.87,0.0,19.42,80.55,1944.31
2024-04-21,Talhão 04,Algodão,13.95,0.0,34.09,166.63,1590.23
2024-04-21,Talhão 05,Milho,19.35,0.0,18.07,198.51,6821.74
2024-04-21,Talhão 04,Algodão,17.89,0.0,33.3,160.91,1888.74
2024-04-21,Talhão 05,Soja,29.94,21.63,24.54,146.06,2319.19
2024-04-21,Talhão 07,Algodão,23.11,0.0,33.35,163.61,1821.74
2024-04-21,Talhão 06,Trigo,25.44,0.0,28.34,95.15,1309.91
2024-04-21,Talhão 10,Soja,22.13,0.0,28.59,105.65,1975.04
2024-04-22,Talhão 09,Trigo,21.62,0.0,24.36,115.01,2412.59
2024-04-22,Talhão 08,Milho,20.04,0.0,34.01,169.52,6409.97
2024-04-22,Talhão 10,Algodão,7.62,0.0,24.17,182.06,1667.99
2024-04-22,Talhão 03,Algodão,20.4,0.0,33.2,173.96,2072.35
2024-04-22,Talhão 08,Soja,8.77,0.0,31.39,111.09,1649.89
2024-04-22,Talhão 07,Soja,23.48,0.0,20.45,121.52,2310.74
2024-04-22,Talhão 02,Milho,8.94,5.02,23.18,199.59,6194.59
2024-04-22,Talhão 03,Milho,20.15,0.0,27.54,201.36,8326.1
2024-04-22,Talhão 07,Milho,19.96,0.0,40.93,216.55,6802.57
2024-04-22,Talhão 01,Milho,28.64,0.0,24.14,217.73,6672.27
2024-04-23,Talhão 01,Trigo,8.33,0.0,14.39,145.09,2460.99
2024-04-23,Talhão 01,Milho,26.77,11.21,29.9,211.74,6804.15
2024-04-23,Talhão 02,Milho,23.88,0.66,30.59,223.12,9096.23
2024-04-23,Talhão 01,Milho,23.33,0.0,30.05,187.94,7541.14
2024-04-23,Talhão 08,Milho,11.86,0.0,26.5,199.05,6585.14
2024-04-23,Talhão 09,Algodão,15.93,0.0,30.9,147.99,1585.29
2024-04-23,Talhão 02,Soja,37.65,0.0,30.05,154.61,2288.11
2024-04-23,Talhão 05,Trigo,26.95,19.28,16.46,105.6,1719.09
2024-04-23,Talhão 09,Milho,19.97,0.0,26.0,218.94,8938.76
2024-04-23,Talhão 10,Algodão,22.98,0.0,32.86,156.72,1770.07
2024-04-24,Talhão 05,Algodão,11.74,0.0,31.96,166.27,1678.31
2024-04-24,Talhão 10,Milho,24.03,0.0,25.85,178.23,7504.69
2024-04-24,Talhão 05,Milho,21.15,0.0,25.95,208.65,8432.73
2024-04-24,Talhão 04,Trigo,18.63,0.0,14.83,118.65,2374.94
2024-04-24,Talhão 03,Trigo,17.32,11.6,19.33,114.26,2745.18
2024-04-24,Talhão 05,Soja,15.62,4.25,22.85,176.0,3689.38
2024-04-24,Talhão 05,Algodão,10.66,0.0,35.04,172.64,1588.2
2024-04-24,Talhão 06,Trigo,13.74,0.0,15.87,121.89,2268.01
2024-04-24,Talhão 07,Trigo,20.74,0.5,33.33,142.33,2458.62
2024-04-24,Talhão 09,Milho,22.69,0.0,28.98,190.41,7931.36
2024-04-25,Talhão 09,Trigo,19.74,0.0,14.67,122.37,2481.48
2024-04-25,Talhão 09,Milho,24.9,9.56,34.75,231.21,8305.32
2024-04-25,Talhão 07,Milho,16.64,0.0,26.62,208.21,8466.21
2024-04-25,Talhão 10,Soja,25.56,11.7,24.89,168.92,2983.76
2024-04-25,Talhão 04,Trigo,13.93,0.0,17.99,110.7,2063.56
2024-04-25,Talhão 04,Soja,23.77,7.49,21.69,131.71,2577.0
2024-04-25,Talhão 04,Trigo,14.82,11.63,22.54,93.33,1622.21
2024-04-25,Talhão 08,Milho,25.78,9.26,26.76,189.47,6313.64
2024-04-25,Talhão 09,Algodão,24.95,0.0,32.23,202.2,2390.44
2024-04-25,Talhão 04,Algodão,15.09,0.0,32.5,166.05,1952.18
2024-04-26,Talhão 08,Trigo,17.18,1.22,26.57,139.55,2769.69
2024-04-26,Talhão 07,Algodão,12.39,0.0,32.3,141.82,1399.73
2024-04-26,Talhão 04,Milho,21.99,0.0,32.84,191.02,7400.02
2024-04-26,Talhão 09,Algodão,18.71,0.0,30.15,210.72,2627.51
2024-04-26,Talhão 06,Milho,23.33,0.0,20.23,232.11,8124.42
2024-04-26,Talhão 04,Trigo,26.71,0.0,24.38,134.64,2418.71
2024-04-26,Talhão 10,Algodão,35.93,18.06,22.2,182.63,1704.09
2024-04-26,Talhão 03,Soja,25.48,0.0,31.92,134.3,1999.0
2024-04-26,Talhão 05,Soja,26.2,0.0,22.31,166.57,2581.25
2024-04-26,Talhão 02,Milho,14.86,0.0,21.6,254.22,7529.8
2024-04-27,Talhão 06,Trigo,18.88,0.0,16.5,115.6,2495.78
2024-04-27,Talhão 06,Soja,23.79,0.0,17.04,144.76,2616.17
2024-04-27,Talhão 04,Trigo,20.17,0.0,26.96,100.85,1944.01
2024-04-27,Talhão 03,Soja,17.92,0.0,25.09,184.19,3987.4
2024-04-27,Talhão 10,Soja,17.28,2.97,22.82,140.44,2861.09
2024-04-27,Talhão 10,Soja,20.46,0.0,27.9,153.87,3223.11
2024-04-27,Talhão 02,Milho,20.93,19.6,31.62,185.7,7251.11
2024-04-27,Talhão 07,Algodão,26.77,0.0,27.36,146.96,1337.19
2024-04-27,Talhão 09,Algodão,22.38,0.0,31.55,134.12,1618.75
2024-04-27,Talhão 07,Milho,24.85,2.29,31.43,192.29,7404.11
2024-04-28,Talhão 02,Algodão,25.81,0.0,26.11,185.44,1666.53
2024-04-28,Talhão 03,Soja,19.5,0.0,23.08,169.51,3504.06
2024-04-28,Talhão 05,Soja,23.15,7.33,29.32,152.59,3129.36
2024-04-28,Talhão 03,Algodão,22.07,0.0,26.5,186.29,2081.75
2024-04-28,Talhão 05,Soja,20.49,0.0,26.01,108.69,2484.22
2024-04-28,Talhão 01,Algodão,31.01,27.77,42.13,221.75,1599.51
2024-04-28,Talhão 01,Milho,22.47,0.0,27.55,202.79,8547.46
2024-04-28,Talhão 01,Trigo,28.37,0.0,20.71,125.62,2460.76
2024-04-28,Talhão 10,Algodão,9.9,0.0,28.93,154.18,1434.64
2024-04-28,Talhão 05,Milho,20.43,0.0,36.7,177.71,6064.82
2024-04-29,Talhão 02,Milho,22.72,0.0,24.99,209.74,8487.87
2024-04-29,Talhão 10,Algodão,25.39,0.0,38.2,184.9,1584.24
2024-04-29,Talhão 03,Milho,29.04,19.24,30.02,189.17,6094.54
2024-04-29,Talhão 05,Trigo,17.78,0.0,23.44,116.24,2490.29
2024-04-29,Talhão 03,Soja,16.85,0.0,28.49,149.78,2964.37
2024-04-29,Talhão 09,Milho,15.0,0.0,30.7,197.69,8075.82
2024-04-29,Talhão 04,Milho,22.01,0.0,30.18,214.38,8895.35
2024-04-29,Talhão 07,Trigo,32.66,0.79,17.08,159.67,2807.56
2024-04-29,Talhão 03,Algodão,21.18,0.66,34.17,173.5,1937.15
2024-04-29,Talhão 06,Trigo,23.5,10.07,12.0,73.24,1506.82
2024-04-30,Talhão 08,Trigo,18.87,0.0,24.52,116.52,2644.12
2024-04-30,Talhão 03,Trigo,26.14,4.58,19.59,159.34,2945.84
2024-04-30,Talhão 02,Soja,26.17,0.0,25.24,143.87,2288.55
2024-04-30,Talhão 05,Soja,20.65,0.0,31.31,162.97,3075.26
2024-04-30,Talhão 03,Milho,18.12,1.39,24.69,209.12,7995.84
2024-04-30,Talhão 03,Milho,22.47,0.0,33.75,179.0,6635.48
2024-04-30,Talhão 10,Milho,15.86,2.55,31.42,200.74,7959.28
2024-04-30,Talhão 01,Algodão,33.92,27.3,36.54,188.53,1703.25
2024-04-30,Talhão 04,Trigo,34.48,34.75,31.22,169.39,2342.83
2024-04-30,Talhão 06,Soja,20.09,0.0,24.66,136.51,2973.58
2024-05-01,Talhão 08,Trigo,22.06,0.0,17.0,105.13,2357.26
2024-05-01,Talhão 04,Trigo,15.31,0.0,26.54,124.18,2601.13
2024-05-01,Talhão 08,Algodão,14.83,2.35,37.25,185.41,1639.5
2024-05-01,Talhão 02,Algodão,23.32,0.0,26.2,191.92,2261.78
2024-05-01,Talhão 01,Algodão,20.47,0.0,24.37,163.89,1832.59
2024-05-01,Talhão 06,Milho,26.5,0.0,22.8,198.52,6149.76
2024-05-01,Talhão 03,Milho,14.72,3.93,31.03,169.78,5254.22
2024-05-01,Talhão 10,Trigo,21.57,0.0,18.76,130.63,3017.88
2024-05-01,Talhão 06,Trigo,23.0,0.0,16.02,155.92,3388.91
2024-05-01,Talhão 08,Trigo,23.64,0.0,17.0,160.99,3443.46
2024-05-02,Talhão 10,Algodão,18.45,0.0,44.23,169.91,1498.54
2024-05-02,Talhão 07,Trigo,25.21,0.0,22.74,122.69,2092.3
2024-05-02,Talhão 07,Soja,27.17,0.0,21.15,149.6,2331.62
2024-05-02,Talhão 08,Algodão,11.17,0.0,32.57,173.47,1491.93
2024-05-02,Talhão 01,Soja,17.04,0.0,25.64,145.01,3065.09
2024-05-02,Talhão 01,Milho,18.45,0.0,31.16,189.5,7584.72
2024-05-02,Talhão 06,Soja,27.22,0.31,17.4,136.38,1983.13
2024-05-02,Talhão 05,Milho,23.1,0.0,26.93,234.68,9828.55
2024-05-02,Talhão 06,Milho,22.69,0.0,23.89,187.66,7186.01
2024-05-02,Talhão 04,Soja,25.91,0.0,20.17,192.23,2877.4
2024-05-03,Talhão 06,Trigo,18.53,0.0,21.7,138.96,3101.62
2024-05-03,Talhão 01,Soja,14.45,0.0,31.44,148.09,2374.73
2024-05-03,Talhão 04,Soja,24.47,0.0,25.13,188.37,3972.6
2024-05-03,Talhão 01,Algodão,11.63,0.0,34.27,165.47,1461.99
2024-05-03,Talhão 02,Soja,26.09,0.0,30.51,195.41,2972.61
2024-05-03,Talhão 04,Trigo,26.89,8.48,15.84,92.72,1626.16
2024-05-03,Talhão 07,Milho,16.6,8.14,28.44,196.3,8335.05
2024-05-03,Talhão 06,Algodão,16.12,0.0,31.03,183.2,2071.14
2024-05-03,Talhão 02,Algodão,22.97,0.0,27.41,153.13,1859.88
2024-05-03,Talhão 06,Milho,20.51,17.85,27.68,182.42,7564.72
2024-05-04,Talhão 02,Soja,16.71,1.69,31.67,135.62,2436.05
2024-05-04,Talhão 01,Algodão,24.99,0.0,38.17,166.42,1607.69
2024-05-04,Talhão 02,Trigo,18.03,1.23,19.84,147.81,3569.03
2024-05-04,Talhão 01,Milho,21.74,21.35,28.28,205.67,8807.97
2024-05-04,Talhão 05,Milho,14.23,0.0,20.37,199.81,5856.19
2024-05-04,Talhão 02,Soja,17.37,0.0,24.3,169.45,3651.48
2024-05-04,Talhão 10,Algodão,15.52,0.0,26.38,172.83,1836.76
2024-05-04,Talhão 06,Trigo,27.35,0.0,20.26,107.2,2139.06
2024-05-04,Talhão 07,Milho,25.74,2.59,28.22,155.23,5239.57
2024-05-04,Talhão 02,Trigo,25.85,12.03,12.73,127.42,2009.36
2024-05-05,Talhão 01,Milho,30.45,12.81,30.11,195.0,6217.11
2024-05-05,Talhão 03,Trigo,23.67,0.0,19.01,113.57,2731.12
2024-05-05,Talhão 01,Algodão,24.33,0.0,32.38,175.29,2084.02
2024-05-05,Talhão 05,Algodão,31.59,15.69,30.92,191.48,1732.79
2024-05-05,Talhão 02,Trigo,20.15,0.0,13.74,126.9,2393.8
2024-05-05,Talhão 01,Trigo,23.07,0.0,19.86,115.9,2764.81
2024-05-05,Talhão 05,Trigo,14.59,4.45,16.69,101.2,1788.65
2024-05-05,Talhão 10,Soja,11.06,0.0,33.02,160.34,2564.27
2024-05-05,Talhão 03,Soja,29.33,0.0,20.28,150.85,2216.38
2024-05-05,Talhão 07,Trigo,9.66,0.0,20.5,138.91,2511.61
2024-05-06,Talhão 03,Milho,14.9,0.0,16.17,206.24,5276.7
2024-05-06,Talhão 02,Milho,9.32,0.0,35.6,204.39,6060.28
2024-05-06,Talhão 08,Algodão,31.36,16.1,26.64,159.41,1405.35
2024-05-06,Talhão 01,Milho,9.93,0.0,31.75,191.57,6087.57
2024-05-06,Talhão 08,Milho,5.0,0.0,26.93,184.58,6087.73
2024-05-06,Talhão 10,Milho,24.21,0.0,24.39,213.13,8208.17
2024-05-06,Talhão 10,Milho,14.59,0.0,27.38,190.43,6481.94
2024-05-06,Talhão 05,Milho,17.41,0.0,36.23,172.25,6277.81
2024-05-06,Talhão 08,Milho,24.44,0.0,22.34,186.86,7142.47
2024-05-06,Talhão 09,Algodão,24.99,0.0,32.16,187.68,2337.68
2024-05-07,Talhão 06,Trigo,19.28,0.0,18.8,130.85,2997.5
2024-05-07,Talhão 07,Soja,21.67,0.0,23.76,160.99,3283.47
2024-05-07,Talhão 02,Soja,15.1,0.0,27.82,116.15,2348.0
2024-05-07,Talhão 05,Trigo,26.62,0.0,12.27,127.45,2027.89
2024-05-07,Talhão 02,Trigo,26.71,0.0,26.22,129.43,2262.36
2024-05-07,Talhão 09,Milho,23.98,3.97,31.48,192.34,7552.08
2024-05-07,Talhão 09,Milho,22.36,0.0,27.83,164.75,6914.31
2024-05-07,Talhão 07,Milho,20.22,0.0,26.86,196.2,8154.37
2024-05-07,Talhão 10,Soja,28.17,0.0,28.98,121.85,1784.09
2024-05-07,Talhão 10,Soja,23.04,0.0,19.87,147.57,2971.03
2024-05-08,Talhão 09,Trigo,15.19,0.0,24.19,128.35,2693.84
2024-05-08,Talhão 09,Milho,32.49,11.41,25.85,211.58,6937.11
2024-05-08,Talhão 09,Trigo,35.94,29.88,28.57,119.01,1950.51
2024-05-08,Talhão 07,Milho,13.73,0.0,19.6,216.73,6263.86
2024-05-08,Talhão 05,Trigo,27.54,8.67,16.48,109.25,1821.72
2024-05-08,Talhão 07,Soja,22.2,8.55,32.08,154.95,2965.12
2024-05-08,Talhão 06,Soja,15.33,0.0,28.54,133.48,2589.06
2024-05-08,Talhão 07,Trigo,27.52,12.69,17.76,110.12,1991.66
2024-05-08,Talhão 10,Soja,22.54,0.0,29.68,148.82,2855.81
2024-05-08,Talhão 03,Trigo,20.57,0.0,24.1,132.84,2818.68
2024-05-09,Talhão 06,Trigo,31.62,1.31,15.0,86.38,1401.25
2024-05-09,Talhão 05,Soja,27.33,0.0,32.96,147.65,2031.16
2024-05-09,Talhão 01,Soja,25.23,0.0,21.43,147.44,2387.41
2024-05-09,Talhão 10,Milho,26.69,11.3,24.39,196.98,6128.59
2024-05-09,Talhão 04,Milho,24.31,0.0,27.69,201.1,8571.86
2024-05-09,Talhão 10,Trigo,26.96,0.0,18.66,137.23,2556.74
2024-05-09,Talhão 09,Trigo,22.0,0.0,22.65,146.8,3166.52
2024-05-09,Talhão 02,Algodão,15.47,0.0,27.24,204.48,2386.43
2024-05-09,Talhão 07,Soja,18.81,0.0,18.4,121.68,2383.36
2024-05-09,Talhão 04,Algodão,22.74,8.17,32.92,156.12,1695.29
2024-05-10,Talhão 07,Soja,20.56,0.0,28.0,159.09,3113.39
2024-05-10,Talhão 09,Soja,15.49,1.98,29.12,153.67,3038.63
2024-05-10,Talhão 03,Algodão,19.15,0.0,32.05,195.46,2451.59
2024-05-10,Talhão 02,Algodão,29.13,0.0,23.91,189.6,1620.61
2024-05-10,Talhão 10,Milho,20.16,0.0,27.17,178.89,7573.48
2024-05-10,Talhão 06,Trigo,28.17,3.45,13.72,101.88,1676.92
2024-05-10,Talhão 01,Trigo,31.36,0.0,17.17,115.3,2023.84
2024-05-10,Talhão 03,Trigo,29.37,0.0,18.39,112.27,1939.98
2024-05-10,Talhão 06,Milho,24.91,1.29,28.38,231.08,9829.41
2024-05-10,Talhão 06,Trigo,40.0,27.54,20.12,130.18,2539.72
2024-05-11,Talhão 04,Milho,14.57,0.0,28.34,168.62,5745.22
2024-05-11,Talhão 02,Milho,23.86,0.0,32.7,200.7,7712.83
2024-05-11,Talhão 04,Algodão,16.1,0.0,31.49,176.23,1872.45
2024-05-11,Talhão 04,Soja,17.19,0.0,17.14,154.82,2610.57
2024-05-11,Talhão 07,Milho,18.43,0.0,15.11,157.54,4946.5
2024-05-11,Talhão 07,Soja,27.21,0.0,30.48,115.15,1795.09
2024-05-11,Talhão 09,Milho,26.47,24.76,32.04,182.58,5901.69
2024-05-11,Talhão 02,Trigo,15.25,0.0,19.28,166.7,3807.93
2024-05-11,Talhão 08,Trigo,20.94,0.0,17.7,129.45,2857.45
2024-05-11,Talhão 05,Trigo,30.0,21.91,16.83,122.82,2161.91
2024-05-12,Talhão 05,Milho,13.41,0.0,27.54,261.51,8729.8
2024-05-12,Talhão 06,Trigo,19.06,0.0,14.71,129.26,2740.99
2024-05-12,Talhão 03,Trigo,20.11,0.0,17.38,95.57,1899.22
2024-05-12,Talhão 08,Milho,19.84,0.0,26.0,148.36,5970.38
2024-05-12,Talhão 03,Soja,22.11,0.0,34.49,114.09,1770.25
2024-05-12,Talhão 07,Milho,12.98,0.0,20.23,223.97,6430.43
2024-05-12,Talhão 04,Trigo,19.08,0.0,18.99,114.79,2661.33
2024-05-12,Talhão 04,Soja,15.17,0.0,29.1,159.58,3085.87
2024-05-12,Talhão 05,Trigo,16.87,0.0,23.07,121.58,2634.04
2024-05-12,Talhão 07,Soja,18.28,0.0,21.1,152.11,3007.18
2024-05-13,Talhão 06,Soja,10.4,0.0,27.17,173.29,2921.39
2024-05-13,Talhão 08,Soja,23.07,2.15,34.05,151.82,2480.63
2024-05-13,Talhão 05,Trigo,30.03,8.69,19.59,106.05,2077.09
2024-05-13,Talhão 01,Soja,11.37,0.0,26.77,110.31,1789.39
2024-05-13,Talhão 06,Soja,19.26,0.0,28.3,150.84,3269.03
2024-05-13,Talhão 07,Algodão,14.59,0.0,25.37,187.82,1686.09
2024-05-13,Talhão 04,Algodão,22.25,9.46,29.22,194.47,2432.04
2024-05-13,Talhão 09,Algodão,17.41,0.0,30.48,205.45,2531.11
2024-05-13,Talhão 10,Milho,19.6,1.15,31.32,196.55,7705.13
2024-05-13,Talhão 07,Trigo,21.69,0.0,14.93,116.35,2642.03
2024-05-14,Talhão 03,Algodão,24.43,0.0,28.33,175.95,2096.23
2024-05-14,Talhão 06,Milho,16.61,2.69,32.4,194.54,7599.68
2024-05-14,Talhão 02,Soja,19.24,0.0,28.01,133.8,2693.02
2024-05-14,Talhão 01,Algodão,18.28,0.0,36.69,207.88,2163.1
2024-05-14,Talhão 07,Milho,17.67,0.0,20.77,207.77,7621.1
2024-05-14,Talhão 10,Soja,17.21,0.0,26.32,136.23,2908.43
2024-05-14,Talhão 06,Trigo,18.07,0.0,24.63,97.82,2091.46
2024-05-14,Talhão 10,Trigo,24.39,0.0,19.29,120.77,2856.93
2024-05-14,Talhão 02,Trigo,23.61,0.0,28.73,114.88,2340.03
2024-05-14,Talhão 03,Soja,26.32,0.0,22.28,167.52,2734.55
2024-05-15,Talhão 08,Algodão,25.61,0.0,27.65,147.52,1502.46
2024-05-15,Talhão 01,Milho,24.89,6.8,11.79,201.08,5643.05
2024-05-15,Talhão 10,Algodão,24.74,2.93,33.41,173.73,1952.52
2024-05-15,Talhão 05,Soja,24.99,0.0,25.54,137.23,2902.5
2024-05-15,Talhão 10,Algodão,20.4,0.0,41.03,154.07,1464.3
2024-05-15,Talhão 09,Trigo,14.18,0.0,28.38,125.48,2077.93
2024-05-15,Talhão 02,Trigo,18.98,2.71,22.01,126.0,2807.21
2024-05-15,Talhão 04,Soja,21.2,0.0,22.47,123.58,2527.82
2024-05-15,Talhão 06,Algodão,34.01,18.35,21.74,198.42,1571.59
2024-05-15,Talhão 02,Trigo,21.24,0.0,18.72,111.35,2750.36
2024-05-16,Talhão 02,Milho,15.54,0.0,21.06,159.11,5765.25
2024-05-16,Talhão 10,Milho,25.94,0.0,20.47,182.02,5170.38
2024-05-16,Talhão 09,Trigo,18.2,0.0,23.18,99.71,2086.07
2024-05-16,Talhão 06,Soja,21.47,0.0,19.01,142.17,2666.32
2024-05-16,Talhão 08,Algodão,21.98,1.97,39.6,220.19,2070.23
2024-05-16,Talhão 08,Soja,16.53,0.0,27.02,146.22,2984.63
2024-05-16,Talhão 04,Soja,16.07,2.81,29.18,120.47,2460.77
2024-05-16,Talhão 10,Algodão,14.98,0.0,31.56,229.2,2249.49
2024-05-16,Talhão 08,Algodão,16.85,0.0,35.14,196.13,1856.67
2024-05-16,Talhão 08,Algodão,14.88,0.0,30.76,220.0,2040.23
2024-05-17,Talhão 01,Soja,37.07,12.24,29.02,189.48,3011.24
2024-05-17,Talhão 06,Trigo,16.83,8.74,10.29,122.57,2245.6
2024-05-17,Talhão 05,Soja,22.11,0.69,31.14,139.54,2520.49
2024-05-17,Talhão 10,Algodão,27.55,0.0,35.85,169.6,1337.12
2024-05-17,Talhão 04,Algodão,31.77,7.13,39.04,176.8,1391.87
2024-05-17,Talhão 09,Soja,27.45,0.0,38.19,128.23,1528.16
2024-05-17,Talhão 10,Milho,19.11,0.0,21.16,192.44,6889.56
2024-05-17,Talhão 06,Trigo,14.22,0.1,17.77,114.84,2248.85
2024-05-17,Talhão 01,Soja,20.48,0.0,25.37,161.68,3552.01
2024-05-17,Talhão 03,Milho,21.87,7.93,31.06,184.24,7372.02
2024-05-18,Talhão 04,Trigo,17.04,0.0,17.18,116.26,2639.56
2024-05-18,Talhão 02,Algodão,31.91,20.31,34.39,212.53,1919.3
2024-05-18,Talhão 09,Soja,22.03,0.0,31.48,149.92,2859.54
2024-05-18,Talhão 07,Milho,26.45,10.6,32.05,201.85,6431.61
2024-05-18,Talhão 02,Trigo,21.85,0.0,28.15,91.68,1653.39
2024-05-18,Talhão 09,Soja,22.55,1.84,25.82,140.17,2676.83
2024-05-18,Talhão 09,Trigo,21.25,0.0,10.8,70.94,1173.78
2024-05-18,Talhão 05,Algodão,25.82,0.0,31.17,177.79,1768.49
2024-05-18,Talhão 10,Trigo,11.47,0.0,30.26,162.38,2276.67
2024-05-18,Talhão 09,Algodão,22.69,2.42,27.11,169.0,1895.13
2024-05-19,Talhão 08,Algodão,17.31,0.0,38.79,182.41,1893.01
2024-05-19,Talhão 09,Algodão,18.61,1.1,25.3,153.2,1641.51
2024-05-19,Talhão 02,Trigo,15.36,0.0,24.07,123.15,2659.02
2024-05-19,Talhão 07,Trigo,19.52,0.0,19.12,110.09,2618.66
2024-05-19,Talhão 03,Soja,16.56,0.0,26.35,138.34,2911.64
2024-05-19,Talhão 09,Milho,18.04,8.64,24.42,209.66,8257.58
2024-05-19,Talhão 10,Soja,17.71,0.0,28.46,153.68,3225.64
2024-05-19,Talhão 01,Trigo,20.23,0.0,17.89,127.08,2797.89
2024-05-19,Talhão 09,Algodão,19.53,0.0,37.51,130.37,1335.55
2024-05-19,Talhão 04,Soja,12.24,0.0,25.76,169.96,2877.52
2024-05-20,Talhão 07,Trigo,19.84,0.0,18.39,142.77,3433.55
2024-05-20,Talhão 01,Soja,24.58,4.14,19.57,148.0,2818.93
2024-05-20,Talhão 05,Soja,28.69,9.96,20.06,114.4,1866.08
2024-05-20,Talhão 10,Milho,32.16,0.0,24.56,172.55,5432.48
2024-05-20,Talhão 06,Algodão,16.94,2.26,35.24,180.06,2028.53
2024-05-20,Talhão 03,Soja,24.81,0.0,30.17,131.45,2643.1
2024-05-20,Talhão 09,Soja,15.64,0.0,32.34,161.79,2840.24
